id,title,location,location_status,status,year,area,bathrooms,bedrooms,heating_type,energy_class,price
W-02M7OQ,Piso reformado junto a Sant Antoni ,Ciutat Vella  raval ,Muybien,Excelente,1900,45m²,1,1,,E,189.000EUR
W-02Q6AL,Piso al lado del Parque de Santa Amelia ,Sarria  Sta. Amelia ,Excelente,Muybien,,87m²,1,2,,G,550.000EUR
W-02PJ28,Ideal piso céntrico y con ascensor en el Gòtic ,Ciutat Vella  Gòtic ,Muybien,,1900,63m²,1,2,Gas,E,360.000EUR
W-02QC78,Ático con vistas en Eixample Dret ,Eixample  Eixample Dreta ,Muybien,Muybien,1900,57m²,1,2,Gas,E,380.000EUR
W-02PR8W,Precioso piso en finca regia en Galvany ,Sant Gervasi  Galvany ,Excelente,Excelente,1946,277m²,4,5,Gas,,1.650.000EUR
W-02Q5ZB,Espectaculares vistas en la Illa del Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2008,132m²,2,3,Bombadecalor,A,2.200.000EUR
W-02OF9S,Piso reformado con terraza en Font d'en Fargues ,Horta Guinardó  Font d'en Fargas ,Bien,Muybien,1967,114m²,2,3,Bombadecalor,E,545.000EUR
W-02QEXK,Piso familiar en Fabra i Puig en el barrio de Horta ,Nou Barris ,Bien,Regular,1958,82m²,1,4,,E,250.000EUR
W-02Q6L3,Ático a reformar en Plaza Sanllehy ,Gracia  La Salut ,Excelente,Muybien,1959,99m²,1,4,BombadecalorGas,E,495.000EUR
W-02Q8FR,Fantástica propiedad en el Barrio Gótico ,Ciutat Vella  Gòtic ,Excelente,Excelente,1867,176m²,2,3,Gas,D,1.045.000EUR
W-02QBGI,Piso luminoso y soleado en Gràcia ,Gracia  Vila de Gracia ,Excelente,Muybien,1900,57m²,1,2,Bombadecalor,,314.000EUR
W-02Q9ZP,Piso a estrenar de 4 habitaciones y balcón en Eixample ,Eixample  Nova Esquerra de l'Eixample ,Excelente,Muybien,1970,131m²,2,4,Gas,D,695.000EUR
W-02OYXH,Piso reformado con balcón en zona peatonal ,Sant Just - Esplugues  Sant Joan Despí ,Muybien,Muybien,1972,111m²,1,4,Gas,E,349.000EUR
W-02PXQV,Amplio loft a pasos de la plaza Cataluña ,Ciutat Vella  raval ,Muybien,Muybien,1900,45m²,1,1,,E,187.000EUR
W-02QCG1,Acogedor ático con vistas despejadas ,Sant Just - Esplugues  Sant Joan Despí ,Excelente,Muybien,1966,75m²,1,3,Gas,G,265.000EUR
W-02QB43,Piso con gran terraza junto Hospital Sant Pau ,Horta Guinardó ,Excelente,Muybien,1991,193m²,3,4,Gas,E,695.000EUR
W-02Q0V2,Precioso piso reformado en Galvany ,Sant Gervasi  Galvany ,Excelente,Excelente,1955,96m²,2,3,LongDistanceHeating,E,725.000EUR
W-02NNW1,Espectacular piso en finca regia restaurada ,Ciutat Vella  raval ,Muybien,Excelente,1936,121m²,2,3,,E,596.000EUR
W-02QAS5,Piso reformado al lado de Plaça Tetúan ,Eixample  Eixample Esquerra ,Muybien,,1930,130m²,3,3,,D,699.000EUR
W-02Q5YE,Fantástico piso en calle Reina Victòria ,Sant Gervasi  Turo Parc ,Excelente,Necesitarestauración,1961,295m²,4,5,Gas,E,1.500.000EUR
W-02Q83T,Excelente piso cerca de Francesc Macià ,Eixample  Eixample Esquerra ,Muybien,Muybien,1964,134m²,2,4,Gas,D,725.000EUR
W-02QBMV,Fantástica vivienda a actualizar en Consell de Cent ,Eixample  Eixample Dreta ,Excelente,Regular,1890,98m²,2,2,Gas,E,525.000EUR
W-02PU0J,Piso en finca regia con licencia turística en Eixample ,Eixample  Eixample Esquerra ,,,1900,147m²,2,3,,E,950.000EUR
W-02Q8UB,Loft ideal para inversores ,Sants - Montjuïc  Font de la Guatlla ,Excelente,Bien,1965,48m²,1,1,,G,159.000EUR
W-02QC4V,Piso con tres plantas en El Masnou ,Maresme  Masnou ,Muybien,Necesitarestauración,1985,367m²,3,6,,,330.000EUR
W-02Q887,Impecable piso frente a Port Balís ,Maresme  Sant Andreu de Llavaneres ,Excelente,Excelente,1979,154m²,2,4,Gas,E,695.000EUR
W-02MWW3,Piso alto en Jardinets de Gràcia ,Gracia  Vila de Gracia ,,Bien,1920,200m²,3,5,Gas,,1.300.000EUR
W-02QA7D,Agradable ático dúplex en Roses-Castellbell ,Sant Feliu De LLobregat ,Muybien,Muybien,2006,133m²,3,3,BombadecalorGas,D,540.000EUR
W-02Q6OQ,Piso amplio en Eixample Dret ,Eixample  Eixample Dreta ,Excelente,Excelente,1960,143m²,2,4,Gas,E,850.000EUR
W-02PKG6,Auténtico y luminoso piso reformado en Eixample ,Eixample  Fort Pienc ,Excelente,Excelente,,67m²,1,1,Gas,E,265.000EUR
W-02KZB5,Fantástico piso muy luminoso en plaza de Sants ,Sants - Montjuïc  SantS ,,,,138m²,2,5,,,530.000EUR
W-02Q8R4,Ático con terraza en el corazón de Sant Andreu ,Sant Andreu ,Muybien,Muybien,1974,95m²,2,2,Gas,,501.000EUR
W-02Q49Z,Fantástico piso alto con balcón en Eixample ,Eixample  Fort Pienc ,Excelente,,1970,100m²,2,4,,,375.000EUR
W-02Q19P,Increible piso Reformado en Poble Sec ,Sants - Montjuïc  Poble Sec ,Muybien,Excelente,1929,65m²,1,2,CorrienteEléctrica,,299.000EUR
W-02MF8T,Magnífica propiedad frente a Sagrada Familia ,Eixample  Sagrada Familia ,Excelente,Excelente,1929,170m²,2,1,Bombadecalor,D,475.000EUR
W-02Q6EW,EXCELENTE PISO EN ARENYS DE MUNT ,Maresme  Arenys de Munt ,Excelente,Excelente,1980,85m²,1,3,Gas,E,198.000EUR
W-02Q62V,Piso con licencia turística en el Baix Guinardó ,Horta Guinardó  Baix Guinardó ,Muybien,Muybien,1971,78m²,1,2,Gas,F,415.000EUR
W-02LVT6,Cómodo piso en Aribau ,Sant Gervasi  Galvany ,Excelente,Muybien,1963,117m²,2,5,Gas,,550.000EUR
W-02Q6IF,Agradable y tranquilo piso en calle Copérnico ,Sant Gervasi  Tres Torres ,Muybien,Muybien,1957,160m²,3,4,Gas,F,750.000EUR
W-02Q0F1,Excepcional piso de diseño en Turó Parc ,Sant Gervasi  Galvany ,Excelente,Excelente,,90m²,2,2,CorrienteEléctricaGas,E,455.000EUR
W-02OZ03,Piso exterior con balcón en el centro ,Sant Just - Esplugues  Sant Joan Despí ,Muybien,Muybien,1972,111m²,1,4,CorrienteEléctrica,E,362.000EUR
W-02Q9BN,Piso con Licencia Turística cerca de la playa ,SANT MARTIN  El Poblenou ,,Muybien,1930,58m²,1,2,,E,390.000EUR
W-02Q9BM,Piso con Licencia Turistica cerca de la playa ,SANT MARTIN  El Poblenou ,,Muybien,1930,59m²,1,2,,G,390.000EUR
W-02Q5KD,Acogedor loft junto al mercado Sant Antoni ,Ciutat Vella  raval ,Excelente,Excelente,1860,73m²,2,2,Bombadecalor,D,249.000EUR
W-02QADU,Luminoso piso de obra nueva con balcón ,Horta Guinardó  Font d'en Fargas ,Excelente,Excelente,2023,110m²,2,3,BombadecalorPellets,A,551.000EUR
W-02QAF2,Luminoso piso de obra nueva con balcón ,Horta Guinardó  Font d'en Fargas ,Excelente,Excelente,2023,110.000m²,2,3,BombadecalorPellets,A,557.000EUR
W-02QAF7,Luminoso piso de obra nueva con balcón ,Horta Guinardó  Font d'en Fargas ,Excelente,Excelente,2023,110m²,2,3,BombadecalorPellets,A,545.000EUR
W-02Q976,Precioso piso alto a estrenar en Diputació ,Eixample  Fort Pienc ,Excelente,Excelente,1976,84m²,2,3,Gas,E,429.000EUR
W-02Q8IN,Piso alto y luminoso en Plaza de las Navas ,Sants - Montjuïc  Poble Sec ,Excelente,Bien,1965,66m²,1,3,Gas,G,310.000EUR
W-02Q9BL,Piso con Licencia Turistica cerca de la playa ,SANT MARTIN  El Poblenou ,,Muybien,1930,63m²,1,2,,E,410.000EUR
W-02Q9BK,Piso con Licencia Turística cerca de la playa ,SANT MARTIN  El Poblenou ,,Muybien,1930,61m²,1,3,,G,410.000EUR
W-02Q61Q,Espectacular piso modernista en finca regia ,Eixample  Eixample Dreta ,Excelente,Excelente,1900,140m²,2,3,Bombadecalor,,850.000EUR
W-02PN45,Impresionante piso con Terraza en Sant Antoni ,Eixample  Sant Antoni ,,,,270m²,4,7,Gas,E,1.200.000EUR
W-02Q8N5,Piso a estrenar alto con terraza en Muntaner ,Eixample  Eixample Esquerra ,Excelente,Excelente,1965,103m²,2,3,Gas,E,589.000EUR
W-02Q4GO,Piso luminoso exterior en Sant Andreu ,Sant Andreu ,Muybien,Bien,1975,81m²,1,4,,E,245.000EUR
W-02Q817,Precioso piso a estrenar en Vila de Gràcia ,Gracia  Vila de Gracia ,Excelente,Excelente,1951,69m²,1,2,Gas,E,359.000EUR
W-02Q7IL,Luminoso piso con balcón en Sant Martí ,SANT MARTIN  La Verneda i la Pau ,,,1966,83m²,1,3,Gas,E,340.000EUR
W-02Q7LH,Estudio luminoso recién reformado ,Ciutat Vella  Barceloneta ,,,,38m²,1,1,,E,210.000EUR
W-02Q7JL,Espectacular piso luminoso esquinero en Gotic ,Ciutat Vella  Gòtic ,Excelente,Muybien,1900,135m²,2,2,Central,E,759.000EUR
W-02Q6D9,Exclusivo Ático en el centro de Mataró ,Maresme  Mataró ,Excelente,Excelente,2003,222m²,3,4,Gas,E,700.000EUR
W-02LKZ8,Piso reformado en finca regia de Galvany ,Sant Gervasi  Galvany ,Excelente,Excelente,1928,235m²,3,5,Central,E,1.095.000EUR
W-02Q5LG,Piso reformado en la mejor zona de Can Clota ,Sant Just - Esplugues  Esplugues - Otras ,Excelente,Excelente,1970,84m²,1,2,Bombadecalor,E,339.000EUR
W-02Q7DI,Piso a reformar con potencial en Raval ,Ciutat Vella  raval ,Excelente,Muybien,1900,54m²,1,2,,E,165.000EUR
W-02PZBK,Amplio piso en el corazón de l'Eixample Esquerra ,Eixample  Eixample Esquerra ,,,,154m²,3,4,,E,685.000EUR
W-02OYM2,Ático irrepetible Les Corts - L´Illa ,Les Corts  Les corts ,Excelente,Necesitarestauración,1969,161m²,3,4,CorrienteEléctrica,G,875.000EUR
W-02Q3RI,Brand new renovated flat with views in Tres Torres ,Sant Gervasi  Tres Torres ,,,,,,,,,
W-02P7ZK,fantastico piso muy luminoso en Riera Blanca ,Hospitalet  Santa Eulalia ,Muybien,Regular,1973,69m²,1,3,Bombadecalor,E,186.000EUR
W-02Q7UV,Piso de obra nueva junto a Glòries ,Eixample  Sagrada Familia ,,,1924,61m²,1,2,,G,405.000EUR
W-02Q0X3,Dúplex singular centro histórico ,Maresme  Vilassar de Mar ,Excelente,Necesitarestauración,1949,110m²,1,4,Gas,,298.000EUR
W-02NPKQ,Loft a reformar cerca del centro de Trinitat Vella ,Sant Andreu ,,,1970,137m²,,,,G,201.400EUR
W-02NOT3,Local con posibilidad de cambio de uso en Trinitat Vella ,Sant Andreu ,Bien,Otros,1970,111m²,1,3,,F,232.140EUR
W-02Q5TS,Fabuloso apartamento en primera línea ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2006,104m²,2,3,Bombadecalor,F,1.490.000EUR
W-028B3P,Fantástico piso en primera línea de mar ,Badalona  Front Marítim ,Excelente,Muybien,2006,129m²,2,3,Central,D,529.000EUR
W-02Q307,Bonito y accesible piso en planta baja ,Bagés- Manresa  MANRESA ,Bien,Muybien,1958,83m²,1,4,Gas,E,110.000EUR
W-02PZYH,Funcional piso en Sarriá ,Sarria  Sta. Amelia ,Excelente,Excelente,1980,119m²,2,4,Gas,,695.000EUR
W-02Q2VL,Bonita propiedad con terraza y ascensor ,Ciutat Vella  Born-Ribera ,Excelente,Necesitarenovaciones,1780,171m²,1,3,Gas,E,795.000EUR
W-02PU3Q,Piso a reformar en el centro ,Sant Just - Esplugues  Sant Just Desvern ,Excelente,Necesitarestauración,1977,97m²,2,4,Gas,E,335.000EUR
W-02Q19K,Piso con vistas y parking en zona Doctor Fleming ,Sant Gervasi  Turo Parc ,Excelente,Muybien,1987,100m²,2,3,Gas,D,750.000EUR
W-02Q6UM,Loft de diseño con terraza en el Raval ,Ciutat Vella  raval ,,Excelente,,72m²,2,2,Pellets,C,475.000EUR
W-02O8VC,Precioso piso con balcón en Eixample ,Eixample  Nova Esquerra de l'Eixample ,Muybien,,1983,105m²,2,3,,,600.000EUR
W-02Q3TQ,Fantástico ático con terraza privada ,Sants - Montjuïc  SantS ,Excelente,Muybien,1980,97m²,1,3,Gas,E,480.000EUR
W-02Q3XX,Magnífico ático dúplex en centro de Caldetes ,Maresme  Caldes d´Estrac ,Muybien,Muybien,2006,130m²,3,3,BombadecalorGas,,369.000EUR
W-02Q1N9,Magnífico piso alto  amplio y luminoso en Diagonal ,Sant Gervasi  Turo Parc ,Excelente,Excelente,1969,225m²,4,4,Gas,,1.900.000EUR
W-02KHU2,Obra nueva 100m² con terraza en el centro ,Sant Feliu De LLobregat ,Excelente,,2022,101m²,2,3,,,385.000EUR
W-02MH5B,Luminoso y espacioso piso al lado de Enric Granados ,Eixample  Eixample Esquerra ,Excelente,Muybien,1910,125m²,2,4,Gas,E,750.000EUR
W-02Q2EZ,Exclusivo dúplex con jardín privado en Sarrià ,Sarria  Casco Antiguo ,,,2023,307m²,3,4,Sueloradiante,A,2.545.000EUR
W-02Q6G8,Luminoso piso de obra nueva con balcón ,Horta Guinardó  Font d'en Fargas ,Excelente,Excelente,2023,97m²,2,3,BombadecalorPellets,A,511.000EUR
W-02Q6G7,Luminoso ático de obra nueva con balcón ,Horta Guinardó  Font d'en Fargas ,Excelente,Excelente,2023,97m²,2,3,BombadecalorPellets,A,529.000EUR
W-02Q6G6,Piso nuevo con balcón en Horta-Guinardó ,Horta Guinardó  Font d'en Fargas ,Excelente,Excelente,2023,74m²,1,2,BombadecalorPellets,A,412.000EUR
W-02Q6G3,Piso nuevo con balcón en Horta-Guinardó ,Horta Guinardó  Font d'en Fargas ,Excelente,Excelente,2023,74m²,1,2,BombadecalorPellets,A,394.000EUR
W-02L3JQ,Piso elegante con piscina y parking en Pedralbes ,Pedralbes  Pedralbes ,Excelente,Necesitarestauración,1980,190m²,3,4,Gas,,1.350.000EUR
W-02Q6G1,Amplio y luminoso dúplex de obra nueva ,Horta Guinardó  Font d'en Fargas ,Excelente,Excelente,2023,117m²,2,1,BombadecalorPellets,A,433.000EUR
W-02MM8I,Magnífico piso en el Born ,Ciutat Vella  Born-Ribera ,Muybien,Excelente,1900,50m²,1,2,Bombadecalor,D,370.000EUR
W-02PTEY,Un piso que enamora en el corazón del Born ,Ciutat Vella  Born-Ribera ,Excelente,Excelente,1900,50m²,1,1,Bombadecalor,G,300.000EUR
W-02Q6FZ,Dúplex de obra nueva en Horta-Guinardó ,Horta Guinardó  Font d'en Fargas ,Excelente,Excelente,2023,178m²,3,3,BombadecalorPellets,A,663.000EUR
W-02P1LQ,Dúplex de obra nueva en Horta-Guinardó ,Horta Guinardó  Font d'en Fargas ,Excelente,Excelente,2023,178m²,3,4,BombadecalorPellets,A,605.000EUR
W-02Q57K,Piso en venta en la Barceloneta ,Ciutat Vella  Barceloneta ,Muybien,Renovado,1900,37m²,1,1,,E,179.000EUR
W-02Q2EU,Exclusivo dúplex con jardín privado en Sarrià ,Sarria  Casco Antiguo ,,,2023,260m²,3,3,Sueloradiante,A,2.390.000EUR
W-02Q28O,Ático esquinero con vistas despejadas ,Sant Just - Esplugues  Esplugues - Otras ,Excelente,Regular,1973,99m²,1,4,Gas,E,298.500EUR
W-02Q44E,Ático en Sant Andreu ,Sant Andreu ,Excelente,Excelente,,62m²,1,2,Calefaccióncentralizada,F,310.000EUR
W-02PWBN,Exclusivo ático dúplex con vistas despejadas ,Sant Just - Esplugues  Sant Joan Despí ,Excelente,Excelente,1999,173m²,3,3,Gas,E,610.000EUR
W-02PYEB,Luminoso Ático con piscina en Barceloneta ,Ciutat Vella  Barceloneta ,Muybien,Bien,2005,121m²,2,3,Central,E,950.000EUR
W-02PIUC,Piso con preciosas vistas en Passeig de Gràcia ,Eixample  Eixample Dreta ,Excelente,,1998,97m²,2,2,,E,1.130.000EUR
W-02Q4MX,Piso tranquilo en Rambla Catalunya ,Eixample  Eixample Dreta ,Excelente,Bien,1900,130m²,2,3,Gas,D,649.000EUR
W-02Q3LQ,Ático exclusivo junto al Mercado Santa Caterina ,Ciutat Vella  Born-Ribera ,Muybien,Muybien,,52m²,1,1,Bombadecalor,D,350.000EUR
W-02Q20Z,Increible piso tipo loft proximo Ronda Sant Pau ,Ciutat Vella  raval ,Excelente,Excelente,1845,30m²,1,1,CorrienteEléctricaBombadecalor,,145.000EUR
W-02Q3QH,ÁTICO DUPLEX EN EL CENTRO DE VILASSAR DE MAR ,Maresme  Vilassar de Mar ,Excelente,Muybien,2005,141m²,2,4,Gas,,510.000EUR
W-02PYV8,Excelente piso reformado y luminoso en Gotic ,Ciutat Vella  Gòtic ,,,1900,105m²,1,3,,,490.000EUR
W-02OISA,Acogedor apartamento con vistas a la Sagrada Família ,Eixample  Sagrada Familia ,Excelente,Excelente,,88m²,1,3,Gas,E,350.000EUR
W-02PYIJ,Bonito piso en zona inmejorable VdM ,Maresme  Vilassar de Mar ,Excelente,Muybien,1973,146m²,2,4,Gas,,490.000EUR
W-02Q2A2,Piso con bonitas vistas en la Catalana ,Sant Adrià de Besòs ,Muybien,Muybien,2018,73m²,2,2,Bombadecalor,,293.000EUR
W-02Q3SB,Ático dúplex en Carrer Unió con dos terrazas ,Maresme  Mataró ,Muybien,,2023,117m²,3,3,Circuito,,525.000EUR
W-02PMOG,Amplio y luminoso piso en Sant Gervasi ,Sant Gervasi  Bonanova ,Excelente,Bien,1964,206m²,2,4,Gas,D,845.000EUR
W-02P3ZL,Ático con terraza y vistas en Sagrada Familia ,Eixample  Sagrada Familia ,Excelente,Muybien,1922,175m²,3,4,Gas,,1.130.000EUR
W-02CPKL,Espectacular piso con terraza en Bonanova ,Sant Gervasi  Bonanova ,Excelente,Excelente,2011,192m²,3,3,Bombadecalor,C,1.350.000EUR
W-02Q0L2,Precioso piso en Hostafrancs ,Sants - Montjuïc  Hostafrancs ,Muybien,Excelente,1910,76m²,2,2,Bombadecalor,G,369.500EUR
W-02Q1HG,Fantástica vivienda a unos pasos del mar ,Ciutat Vella  Barceloneta ,,,,35m²,1,1,,G,235.000EUR
W-02Q16X,Ático dúplex centro de Mataró junto plaza Cuba ,Maresme  Mataró ,Muybien,Bien,1998,151m²,2,4,Gas,,419.000EUR
W-02PVP0,Piso ideal inversor ,Hospitalet ,,,,58m²,1,3,,F,125.000EUR
W-02PYJ9,Precioso dúplex a estrenar en la Barceloneta ,Ciutat Vella  Barceloneta ,Excelente,Excelente,1988,104m²,3,3,Gas,E,399.000EUR
W-02PVIA,Ático reformado zona Escorxador ,Maresme  Mataró ,Muybien,Renovado,1966,61m²,1,2,Bombadecalor,G,125.000EUR
W-02PZFU,Exclusividad y lujo con gran terraza en Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,1948,590m²,4,5,Gas,F,5.500.000EUR
W-02PWBJ,Magnífico piso a reformar en Eixample Esquerra ,Eixample  Eixample Esquerra ,Excelente,Necesitarestauración,1909,133m²,2,4,,,620.000EUR
W-02PXHI,Piso reformado con terraza en Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,1980,146m²,2,3,Gas,D,1.035.000EUR
W-02P6NW,Fantástico piso en el corazón del Eixample Esquerra ,Eixample  Eixample Esquerra ,,,1900,147m²,2,3,,D,660.000EUR
W-02P6M7,Maravilloso piso alto en Eixample Esquerra ,Eixample  Eixample Esquerra ,Excelente,Necesitarestauración,1900,75m²,1,3,,E,410.000EUR
W-02O7FO,Bonito y práctico piso en Eixample ,Eixample  Nova Esquerra de l'Eixample ,Excelente,Muybien,1926,75m²,1,3,,G,360.000EUR
W-02PW3R,Vivienda-despacho profesional en calle Guimerà ,Bagés- Manresa  MANRESA ,Excelente,Excelente,2001,165m²,2,4,Bombadecalor,C,245.000EUR
W-02PWIF,Luminoso y diáfano bajo en Eixample ,Eixample  Sagrada Familia ,Muybien,Excelente,1957,75m²,1,1,Bombadecalor,E,330.000EUR
W-02PVFM,Magnífico piso nuevo alto con piscina y pádel ,Sants - Montjuïc  La Bordeta ,Muybien,Excelente,2018,106m²,2,3,Pellets,B,598.000EUR
W-02ICAR,Piso alto y luminoso la dreta de l'Eixample ,Eixample  Eixample Dreta ,Excelente,Bien,1940,122m²,2,3,Gas,D,660.000EUR
W-02PW5Y,Encantador piso con piscina en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2008,96m²,2,3,,D,620.000EUR
W-02PRVY,Espectacular ático en finca regia de Eixample ,Eixample  Eixample Esquerra ,,Excelente,1900,167m²,2,2,Bombadecalor,,2.100.000EUR
W-02L78H,Piso con piscina y vistas al Tennis Barcino ,Sant Gervasi  Putget ,Muybien,Bien,1963,260m²,3,3,CorrienteEléctricaBombadecalor,E,899.000EUR
W-02PWBR,Fantástico piso con gran terraza en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2020,142m²,2,3,Circuito,A,1.585.000EUR
W-02PWB6,Fantástico piso con terrazas en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2020,142m²,2,3,Circuito,A,1.390.000EUR
W-02PUDU,Luminoso ático con terrazas en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2020,136m²,2,3,Circuito,A,1.585.000EUR
W-02PLTI,Piso luminoso en el corazón de Sant Antoni ,Eixample  Sant Antoni ,Excelente,Necesitarenovaciones,1900,63m²,1,3,Gas,,295.000EUR
W-02PSPY,Fantástico piso con terrazas en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2020,142m²,2,3,Circuito,A,1.280.000EUR
W-02PJKR,Luminoso piso con terrazas en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2020,135m²,2,3,Circuito,A,1.199.000EUR
W-02PSOY,Luminosa segunda planta en Sarrià ,Sarria  Sarria ,Excelente,Excelente,2020,136m²,2,3,Circuito,A,1.310.000EUR
W-02PLUM,Piso con Licencia Turística en Passeig de Gràcia ,Eixample  Eixample Dreta ,Excelente,Muybien,2007,78m²,1,1,,,895.000EUR
W-02PVWZ,Piso reformado en finca clásica en Camp de l'Arpa ,SANT MARTIN  El Camp de l'Arpa del Clot ,Excelente,Excelente,1905,74m²,1,2,Gas,E,350.000EUR
W-02H5ES,Elegante y tranquila vivienda en Tres Torres ,Sant Gervasi  Tres Torres ,Excelente,Necesitarestauración,1977,300m²,5,6,Bombadecalor,E,1.375.000EUR
W-02PL4K,Piso luminoso en Sant Antoni ,Eixample  Sant Antoni ,Excelente,Bien,1978,95m²,2,4,Gas,,425.000EUR
W-02O81L,Espectacular piso de diseño con terraza ,Eixample  Eixample Esquerra ,Excelente,Excelente,1902,147m²,2,2,Bombadecalor,E,1.250.000EUR
W-02PRN2,Fantástico piso con gran zona comunitaria ,Maresme  Vilassar de Mar ,Excelente,Muybien,1977,160m²,2,4,Gas,E,482.000EUR
W-02LUUY,Loft de diseño con terraza en el Raval ,Ciutat Vella  raval ,,Excelente,,64m²,2,2,Pellets,,399.000EUR
W-02PRWW,Maravilloso piso con ascensor en Raval ,Ciutat Vella  raval ,,,1885,145m²,2,8,,E,645.000EUR
W-02P2I8,Piso alto a estrenar con vistas ,Eixample  Sant Antoni ,Excelente,Excelente,1965,83m²,2,3,Gas,D,395.000EUR
W-02NXD2,Piso en planta alta con ascensor en Raval ,Ciutat Vella  raval ,Excelente,Muybien,1885,163m²,2,4,Gas,E,680.000EUR
W-026SRO,Piso reformado en la emblemática calle Tuset ,Sant Gervasi  Galvany ,Muybien,Excelente,1964,173m²,2,3,Bombadecalor,,695.000EUR
W-026SRQ,Piso reformado con terraza en la calle Tuset ,Sant Gervasi  Galvany ,,Excelente,1964,139m²,2,3,Bombadecalor,,695.000EUR
W-02OZNP,Ático con vistas espectaculares en Galvany ,Sant Gervasi  Galvany ,Excelente,Muybien,1958,202m²,4,5,Gas,E,1.120.000EUR
W-02PVRY,Magnífico piso en Ciutat Vella ,Ciutat Vella  raval ,Excelente,Excelente,,60m²,1,2,,E,290.000EUR
W-02PRUI,Piso luminoso en Poble Sec ,Sants - Montjuïc  Poble Sec ,Muybien,Muybien,1900,57m²,1,1,,,290.000EUR
W-02PTWJ,Vivienda extraordinaria en el Gótico ,Ciutat Vella  Gòtic ,Excelente,,1900,192m²,4,3,,C,1.200.000EUR
W-02PJ1Q,Excelente ático dúplex con vistas a Sagrada Familia ,Eixample  Sagrada Familia ,,Muybien,,129m²,2,5,Gas,,600.000EUR
W-02PVMQ,Exclusivo atico obra nueva en Sarrià-Sant Gervasi ,Sant Gervasi  Galvany ,Excelente,Excelente,2020,127m²,2,3,nocentralizada,A+,1.490.000EUR
W-02PIBV,Planta baja con terraza de 158m² en el centro ,Sant Just - Esplugues  Esplugues - Otras ,Excelente,Necesitarestauración,2006,150m²,2,4,,E,505.000EUR
W-02CZR3,Propiedad en finca renovada con ascensor en Born ,Ciutat Vella  Born-Ribera ,Bien,Excelente,1851,121m²,2,3,Bombadecalor,C,649.000EUR
W-02G1PZ,Apartamento de diseño reformado en Gótico ,Ciutat Vella  Gòtic ,Excelente,Excelente,1900,115m²,2,2,Bombadecalor,C,649.000EUR
W-02PSTK,Piso con vistas a mar en venta en el Forum ,Sant Adrià de Besòs ,Excelente,Bien,2007,109m²,2,3,Bombadecalor,E,595.000EUR
W-02ND0J,Piso amueblado con 4 dormitorios en Eixample Dret ,Eixample  Sagrada Familia ,Excelente,Bien,1938,128m²,2,4,nocentralizada,E,570.000EUR
W-02LJ84,Reforma de lujo al lado de Passeig de Gràcia ,Eixample  Eixample Dreta ,Excelente,Excelente,1900,195m²,3,3,Bombadecalor,E,1.450.000EUR
W-02PMT9,Precioso piso reformado en Pi i Margall ,Gracia  Vila de Gracia ,Excelente,Excelente,1963,63m²,2,2,Bombadecalor,E,359.000EUR
W-02OZ0Y,Fantástica vivienda y oficina con parking y piscina ,Sant Gervasi  Bonanova ,Excelente,Excelente,2000,229m²,3,3,Gas,E,1.580.000EUR
W-02HKC2,Encantador piso al lado de Sagrada Familia ,Eixample  Sagrada Familia ,Muybien,Muybien,1950,112m²,2,4,Gas,,595.000EUR
W-02PTUD,Gran piso a estrenar con terraza en Pedralbes ,Pedralbes  Pedralbes ,Excelente,Excelente,1973,184m²,5,4,,E,1.870.000EUR
W-02PTK4,Piso a estrenar con terraza en Pedralbes ,Pedralbes  Pedralbes ,Excelente,Excelente,1973,133m²,2,3,,E,1.400.000EUR
W-02PTK9,Luminoso piso con terraza en el Maresme ,Maresme  Montgat ,Excelente,Excelente,2022,98m²,2,3,Sueloradiante,A,500.000EUR
W-02PTK7,Luminoso piso con terraza en el Maresme ,Maresme  Montgat ,Excelente,Excelente,2022,98m²,2,3,Sueloradiante,A,510.000EUR
W-02PTK6,Estupendo piso de obra nueva con terraza ,Maresme  Montgat ,Excelente,Excelente,2022,115m²,2,3,Sueloradiante,A,450.000EUR
W-02PTK5,Estupendo piso de obra nueva con terraza ,Maresme  Montgat ,Excelente,Excelente,2022,115m²,2,3,Sueloradiante,A,450.000EUR
W-02PTK3,Estupendo piso con terraza privativa ,Maresme  Montgat ,Excelente,Excelente,2022,125m²,2,3,Sueloradiante,A,520.000EUR
W-02PTK2,Estupendo piso de obra nueva con terraza ,Maresme  Montgat ,Excelente,Excelente,2022,115m²,2,3,Sueloradiante,A,440.000EUR
W-02PT1J,Exclusivo piso de reciente construcción ,Sant Just - Esplugues  Sant Joan Despí ,Excelente,Excelente,2020,108m²,2,3,Sueloradiante,A,625.000EUR
