id,title,location,location_status,status,year,area,bathrooms,bedrooms,heating_type,energy_class,price
W-02I8ES,Bonito apartamento junto a Turó Parc ,Sant Gervasi  Turo Parc ,Muybien,Excelente,1969,73m²,2,2,Central,D,595.000EUR
W-02OT0X,Propiedad con terraza y vistas en La Salut ,Gracia  La Salut ,Excelente,Muybien,1979,110m²,2,4,Bombadecalor,E,590.000EUR
W-02OV01,Magnífico piso con terraza en Eixample ,Eixample  Eixample Esquerra ,Excelente,Excelente,1899,120m²,2,2,Bombadecalor,E,710.000EUR
W-02O8MM,Espaciosa vivienda frente al mercado del Born ,Ciutat Vella  Born-Ribera ,Excelente,Excelente,1882,95m²,1,1,Gas,E,490.000EUR
W-02OSL0,Especioso piso renovado en Ciutat Vella ,Ciutat Vella  raval ,,Excelente,,60m²,1,2,,E,195.000EUR
W-02OOMW,Funcional dúplex en Nova Esquerra de l'Eixample ,Eixample  Nova Esquerra de l'Eixample ,,Bien,,140m²,3,5,Gas,E,575.000EUR
W-02NXT2,Planta baja de diseño en el centro de Mataró ,Maresme  Mataró ,Muybien,Excelente,2022,86m²,2,3,CentralSueloradiante,,250.000EUR
W-02NK92,Gran piso reformado con terraza en Gran Via ,Eixample  Eixample Dreta ,,Excelente,1900,340m²,4,4,Sueloradiante,E,1.975.000EUR
W-02OICS,Magnifico piso en Hospitalet de Llobregat ,Hospitalet  Santa Eulalia ,Muybien,,,84m²,2,3,,B,357.000EUR
W-02L1EG,Precioso apartamento en Poeta Cabanyes ,Sants - Montjuïc  Poble Sec ,Muybien,Excelente,1936,57m²,1,2,Bombadecalor,E,310.000EUR
W-02OM4I,Elegante piso con parking en les Tres Torres ,Sant Gervasi  Tres Torres ,Excelente,Excelente,1975,152m²,3,3,Gas,F,1.175.000EUR
W-02OF5Z,Piso en Sant Andreu ,Sant Andreu ,Excelente,Bien,1971,80m²,1,3,,E,160.000EUR
W-02OSB3,Propiedad con encanto y posibilidades en Galvany ,Sant Gervasi  Galvany ,Excelente,Necesitarestauración,1959,96m²,1,1,,F,450.000EUR
W-02OQZ9,Duplex de obra nueva de dos dormitorios  estudio y jardín ,Horta Guinardó ,Excelente,Excelente,2023,121m²,2,2,Bombadecalor,B,550.000EUR
W-02OQUR,Gran duplex de obra nueva con jardín ,Horta Guinardó ,Excelente,Excelente,2023,149m²,2,3,Bombadecalor,B,590.000EUR
W-02OPSJ,Luminoso piso de obra nueva de dos dormitorios ,Horta Guinardó ,Excelente,Excelente,2023,70m²,1,2,Bombadecalor,B,400.000EUR
W-02OPSC,Encantador piso de obra nueva de dos dormitorios ,Horta Guinardó ,Excelente,Excelente,2023,71m²,1,2,Bombadecalor,B,380.000EUR
W-02OL3R,Encantador piso de obra nueva en Guinardó ,Horta Guinardó ,Excelente,Excelente,2023,60m²,1,1,Bombadecalor,B,325.000EUR
W-02O08V,Fantástico ático con terraza en Enric Granados ,Eixample  Eixample Esquerra ,,,1900,115m²,2,3,Bombadecalor,E,699.000EUR
W-02OBUK,Único y espectacular piso en Francesc Carbonell ,Sarria  Sta. Amelia ,Excelente,Excelente,,220m²,3,5,Central,,1.450.000EUR
W-02NLBR,Atico espectacular en Pedralbes ,Pedralbes  Pedralbes ,Excelente,Necesitarestauración,1979,250m²,4,5,Central,,1.650.000EUR
W-02OGIK,Piso de grandes dimensiones  Mataró ,Maresme  Mataró ,,,1997,180m²,2,4,Gas,,315.000EUR
W-02OM01,Magnífico piso de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,,,145m²,2,2,,A,1.992.000EUR
W-02OLZY,Magnífico piso de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,,,127m²,2,2,,A,1.756.000EUR
W-02OLS7,Magnífico piso de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,,,228m²,3,5,,A,2.286.000EUR
W-02OLS6,Magnífico piso de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,,,214m²,3,5,,A,2.125.000EUR
W-02OLMJ,Magnífico piso de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,,,228m²,3,5,,A,2.242.000EUR
W-02OLMG,Magnífico piso de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,,,214m²,3,5,,A,2.076.000EUR
W-02OLM9,Magnífico piso de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,,,228m²,3,5,,A,2.205.000EUR
W-02OLM4,Magnífico piso de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,,,214m²,3,5,,A,2.016.000EUR
W-02OKAD,Magnífico piso de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,,,228m²,3,5,,A,2.205.000EUR
W-02OKA0,Magnífico piso de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,,,214m²,3,5,,A,1.985.000EUR
W-02OK9C,Magnifico piso de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,,,127m²,2,2,,A,1.327.000EUR
W-02OJSG,Magnifico piso de obra nueva en Sarrià ,Sarria  Sarria ,Excelente,,,126m²,2,2,,A,1.281.000EUR
W-02OORF,Exclusivo piso reformado en Eixample Dret ,Eixample  Eixample Dreta ,Excelente,Excelente,1900,139m²,2,3,Gas,E,1.150.000EUR
W-02NL0A,Piso alto  luminoso a reformar en Rocafort ,Eixample  Nova Esquerra de l'Eixample ,Excelente,Necesitarestauración,1948,110m²,2,5,Gas,F,395.000EUR
W-02GI5W,Piso de dos habitaciones dobles en el Borne ,Ciutat Vella  Born-Ribera ,Bien,Excelente,1892,60m²,1,2,Bombadecalor,D,365.000EUR
W-02OIH9,Fantástico inmueble en finca régia Eixample Esquerra ,Eixample  Eixample Esquerra ,Excelente,Necesitarenovaciones,1930,117m²,2,3,,E,590.000EUR
W-029AYV,Luminoso Dúplex en La Rambla ,Ciutat Vella  raval ,Excelente,Excelente,1860,147m²,3,7,,E,799.000EUR
W-02OGLN,Loft de diseño amueblado en Ciutat Vella ,Ciutat Vella  raval ,Muybien,Excelente,1866,51m²,1,1,Bombadecalor,G,250.000EUR
W-02OOVB,Amplio atico con terraza y zona comunitaria ,Maresme  Montgat ,Excelente,Excelente,2022,115m²,2,3,Pellets,A,790.000EUR
W-02L13Y,Espectacular piso con vistas a Rambla Catalunya ,Eixample  Eixample Dreta ,Excelente,Muybien,1964,156m²,3,4,Bombadecalor,F,1.190.000EUR
W-02OOUG,Ático con estupendas vistas al mar ,Maresme  Montgat ,Excelente,Excelente,2022,138m²,2,3,Pellets,A,890.000EUR
W-02OOUB,Ático con estupendas vistas al mar ,Maresme  Montgat ,Excelente,Excelente,2022,115m²,2,3,Pellets,A,850.000EUR
W-02OOU3,Ático esquinero con espectaculares terrazas ,Maresme  Montgat ,Excelente,Excelente,2022,142m²,2,3,Pellets,A,1.250.000EUR
W-02OOT8,Ático con estupendas terrazas y vistas al mar ,Maresme  Montgat ,Excelente,Excelente,2022,150m²,2,3,Pellets,A,1.300.000EUR
W-02OOS7,Ático con estupendas terrazas y vistas al mar ,Maresme  Montgat ,Excelente,Excelente,2022,120m²,2,3,Pellets,A,850.000EUR
W-02NGI7,Gran triplex segregable en la Salut  Gràcia ,Gracia  La Salut ,Muybien,Parcialmenterenovado,1974,694m²,8,15,,E,1.696.000EUR
W-02OICY,Magnifico piso en Hospitalet de Llobregat ,Hospitalet  Santa Eulalia ,,,,133m²,3,3,,B,510.000EUR
W-02OICX,Magnifico piso en Hospitalet de Llobregat ,Hospitalet  Santa Eulalia ,Muybien,,,136m²,3,3,,B,520.000EUR
W-02OICT,Magnifico piso en Hospitalet de Llobregat ,Hospitalet  Santa Eulalia ,,,,88m²,2,3,,B,373.000EUR
W-02OICN,Magnifico piso en Hospitalet de Llobregat ,Hospitalet  Santa Eulalia ,,,,83m²,2,3,,B,338.000EUR
W-02OICJ,Magnifico piso en Hospitalet de Llobregat ,Hospitalet  Santa Eulalia ,Muybien,,,88m²,2,3,,B,358.000EUR
W-02OICH,Magnifico piso en Hospitalet de Llobregat ,Hospitalet  Santa Eulalia ,Muybien,,,84m²,2,3,,B,342.000EUR
W-02OO9P,Piso reformado y amueblado en el Carmel ,Horta Guinardó  Carmel ,Muybien,Muybien,1962,69m²,1,3,,E,159.000EUR
W-02OICD,Magnifico piso en Hospitalet de Llobregat ,Hospitalet  Santa Eulalia ,Muybien,Excelente,,83m²,2,3,,B,332.000EUR
W-02OIC9,Magnifico piso en Hospitalet de Llobregat ,Hospitalet  Santa Eulalia ,Muybien,,,88m²,2,3,,B,352.000EUR
W-02OHVO,Magnifico piso en Hospitalet de Llobregat ,Hospitalet  Santa Eulalia ,Muybien,,,84m²,2,3,,B,336.000EUR
W-02MIJ5,Gran ático con terrazas y parking en La Salut ,Gracia  La Salut ,Excelente,Muybien,1996,245m²,3,6,Bombadecalor,E,995.000EUR
W-02OOI2,Fantástico piso moderno y luminoso ,Hospitalet  Gran Via ,Muybien,Muybien,2007,105m²,2,3,,F,415.000EUR
W-02OHER,Piso alto con terraza y parking en Sarria ,Les Corts  Les corts ,Excelente,,1964,215m²,3,5,Central,D,1.250.000EUR
W-02OMHZ,Maravilloso Bajo en el centro de Badalona ,Badalona  Centre ,Excelente,Muybien,1920,89m²,1,3,,G,269.000EUR
W-02JKBO,Propiedad de estilo industrial en Vila de Gràcia ,Gracia  Vila de Gracia ,Excelente,Muybien,1900,320m²,2,7,Gas,D,1.390.000EUR
W-02OJQI,Ático dúplex con terraza y encanto ,Sagrera ,Excelente,Muybien,1980,133m²,2,4,,,350.000EUR
W-02OGPA,Dúplex con terraza  jardín y piscina en Gràcia ,Gracia  Camp d'en Grassot ,Excelente,Excelente,2019,184m²,3,4,BombadecalorPellets,B,1.180.000EUR
W-02OADC,Bonito piso en Illa del Bosc de Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2004,91m²,1,2,CorrienteEléctrica,E,760.000EUR
W-02ODYB,Magnífico ático dúplex ,Anoia - Igualada  Capellades- Torres de Claramunt- Llacuna ,Muybien,Bien,1994,170m²,2,5,Gas,E,175.000EUR
W-02OK3C,Acogedor piso de obra nueva en La Sagrera ,Sagrera ,Excelente,Excelente,2023,65m²,1,2,BombadecalorPellets,B,315.000EUR
W-02OK3A,Ático esquinero de obra nueva a La Sagrera ,Sagrera ,Excelente,Excelente,2023,88m²,2,3,BombadecalorPellets,B,440.000EUR
W-02OK2R,Luminoso piso de obra nueva a La Sagrera ,Sagrera ,Excelente,Excelente,2023,95m²,2,3,BombadecalorPellets,B,471.000EUR
W-02OK2K,Planta baja dúplex con terraza en La Sagrera ,Sagrera ,Excelente,Excelente,2023,92m²,2,2,BombadecalorPellets,B,395.000EUR
W-02MYOZ,Planta baja dúplex en La Sagrera ,Sagrera ,Excelente,Excelente,2023,74m²,2,1,BombadecalorPellets,B,278.000EUR
W-02O2J9,Fantàstico piso muy luminoso en zona Francesc Macià ,Sant Gervasi  Turo Parc ,Muybien,Necesitarestauración,1967,265m²,3,5,CentralCalefaccióncentralizada,,1.390.000EUR
W-02OEEI,Elegante piso en finca señorial de Consell de Cent ,Eixample  Eixample Dreta ,Excelente,Excelente,1890,205m²,3,3,Gas,,1.590.000EUR
W-02HGGR,Precioso piso en finca regia con parking opcional ,Sant Gervasi  Putget ,Muybien,Muybien,1930,215m²,4,5,BombadecalorGas,E,850.000EUR
W-02OGHA,Piso a estrenar en Rambla Catalunya ,Eixample  Eixample Dreta ,Excelente,Excelente,1970,114m²,2,2,Gas,E,880.000EUR
W-02OFXX,Impecable piso reformado en última planta ,Ciutat Vella  Gòtic ,Muybien,Excelente,1847,109m²,2,2,CorrienteEléctrica,E,399.000EUR
W-02O2I5,Piso alto y luminoso en Passeig de Gràcia ,Eixample  Eixample Dreta ,Excelente,Bien,1996,72m²,1,1,Bombadecalor,E,575.000EUR
W-02O3EC,Piso en Peramàs  Mataró ,Maresme  Mataró ,Muybien,Regular,1981,91m²,2,4,Gas,E,225.000EUR
W-02O2I3,Luminoso piso con vistas a Passeig de Gràcia ,Eixample  Eixample Dreta ,Excelente,Bien,1996,62m²,1,1,Bombadecalor,E,630.000EUR
W-02O76S,Excelente oportunidad en finca clásica ,Ciutat Vella  Gòtic ,Excelente,,1928,218m²,2,4,Gas,E,695.000EUR
W-02NZ59,Piso con gran balcón en Les Corts ,Les Corts  Les corts ,Muybien,Bien,1977,90m²,2,4,,E,550.000EUR
W-02OCRP,Ático con terraza y vistas al mar en Pedralbes ,Pedralbes  Pedralbes ,Excelente,Muybien,1974,200m²,3,4,Gas,G,1.695.000EUR
W-02I5J6,Piso reformado en Sant Gervasi Bonanova ,Sant Gervasi  Bonanova ,,,1957,153m²,2,3,Bombadecalor,B,780.000EUR
W-02NGHT,Acogedor piso en Sant Gervasi Bonanova ,Sant Gervasi  Bonanova ,,,,84m²,2,1,,B,420.000EUR
W-02O0X4,Encantador piso con vistas a la Pedrera en Eixample ,Eixample  Eixample Dreta ,Excelente,Muybien,1897,183m²,2,4,CorrienteEléctrica,D,1.250.000EUR
W-02OEDM,Piso con luz natural en venta en Poblenou ,SANT MARTIN  El Poblenou ,Muybien,Muybien,2002,125m²,3,4,Gas,G,598.000EUR
W-02L2XW,Ätico con vistas espectaculares en Gràcia ,Gracia  Gracia Nova ,Excelente,Excelente,1976,220m²,3,3,Gas,E,1.200.000EUR
W-02J2U4,Piso reformado en Sagrada Família ,Eixample  Sagrada Familia ,Muybien,Muybien,1930,39m²,1,2,,A,185.000EUR
W-02ECJH,Moderno y reformado dúplex en Hostafrancs ,Sants - Montjuïc  Hostafrancs ,Muybien,Muybien,1970,100m²,3,3,,E,248.000EUR
W-02MQSE,Coqueto piso con ascensor en Plaza Cataluña ,Ciutat Vella  Gòtic ,Excelente,Muybien,1800,75m²,1,2,Gas,E,345.000EUR
W-02OC9P,Bonito piso con elementos originales en Gòtic ,Ciutat Vella  Gòtic ,Muybien,Muybien,1900,90m²,2,2,Gas,D,380.000EUR
W-02NGJD,Magnífico piso a reformar en Francesc Macià ,Les Corts  Les corts ,Excelente,Necesitarestauración,1956,193m²,2,4,Gas,E,825.000EUR
W-02O3OS,Piso para reformar cerca de Sant Antoni ,Ciutat Vella  raval ,Excelente,Bien,,125m²,1,4,,E,325.000EUR
W-02O9QS,Sótano con patio a reformar en el Carmel ,Horta Guinardó  Carmel ,Bien,Necesitarestauración,1970,58m²,1,1,,D,75.000EUR
W-02NU9J,Piso alto y amplio en Gran Via/Urgell ,Eixample  Eixample Esquerra ,Excelente,Bien,1977,135m²,2,3,Gas,E,580.000EUR
W-02N32Q,Fantástico apartamento en la Illa de la Llum ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2006,125m²,2,3,Bombadecalor,C,1.550.000EUR
W-02OBSV,Increíble piso ideal inversor en Eixample Dret ,Eixample  Eixample Dreta ,Excelente,Excelente,1924,424m²,2,8,Gas,E,1.850.000EUR
W-02BV5B,Magnífico piso para entrar a vivir en Turó Parc ,Sant Gervasi  Turo Parc ,Excelente,Excelente,1968,448m²,7,5,Gas,D,4.950.000EUR
W-02OAU4,Piso reformado en la Nova Esquerra de l’Eixample ,Eixample  Nova Esquerra de l'Eixample ,Muybien,Renovado,1900,52m²,1,2,CorrienteEléctrica,E,297.000EUR
W-02O8TT,Gran planta baja con piscina comunitaria ,Sant Just - Esplugues  Sant Joan Despí ,Excelente,Muybien,2002,156m²,3,4,Bombadecalor,F,689.000EUR
W-02OCFF,Fantástico apartamento en la Illa de la Llum ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,Excelente,2005,86m²,2,2,Bombadecalor,D,765.000EUR
W-02O64N,Piso familiar con terraza en Font d'en Fargues ,Horta Guinardó  Font d'en Fargas ,,Bien,1970,126m²,2,4,Gas,E,635.000EUR
W-02O9M1,Piso alto con piscina en Via Augusta ,Sant Gervasi  Galvany ,Muybien,,1975,200m²,3,4,,E,1.256.000EUR
W-02O9LX,Amplio piso en Via Augusta ,Sant Gervasi  Galvany ,Muybien,,1975,215m²,3,4,,E,1.200.000EUR
W-02O9LD,Amplio piso en Via Augusta con 3 parkings ,Sant Gervasi  Galvany ,Muybien,Bien,1975,215m²,3,4,,E,1.372.000EUR
W-02O9L2,Piso alto en Via Augusta ,Sant Gervasi  Galvany ,Muybien,,1975,200m²,3,4,,E,1.314.000EUR
W-02O9KO,Piso amplio y alto en Via Augusta ,Sant Gervasi  Galvany ,Muybien,,1975,200m²,3,4,,E,1.135.000EUR
W-02O9KF,Gran piso en Via Augusta ,Sant Gervasi  Galvany ,Muybien,,1975,200m²,3,4,,E,1.214.000EUR
W-02O7XM,Espectacular piso en zona alta de Barcelona ,Sant Gervasi  Galvany ,Muybien,Muybien,1975,200m²,3,4,,E,1.282.000EUR
W-02NTW2,Piso a reformar en Passeig de Gràcia  en el Quadrat d'Or de Barcelona ,Eixample  Eixample Dreta ,Excelente,,1979,210m²,2,4,,C,1.550.000EUR
W-02O8UI,Dúplex de 4 habitaciones en Nou Barris ,Nou Barris ,,,,120m²,2,4,,E,220.000EUR
W-02O91R,Piso todo exterior para la venta en PobleSec. ,Sants - Montjuïc  Poble Sec ,Excelente,Excelente,1936,96m²,2,3,Bombadecalor,,500.000EUR
W-02NY1H,Luminoso apartamento en pasaje privado ,Ciutat Vella  raval ,Bien,Muybien,1825,59m²,1,3,Bombadecalor,E,245.000EUR
W-02OBOW,Piso de diseño en la mejor zona del Born ,Ciutat Vella  Born-Ribera ,Excelente,Necesitarestauración,1890,120m²,2,2,,D,549.000EUR
W-02OAGQ,Espectacular piso en Sant Andreu ,Sant Andreu ,,,1992,132m²,2,3,,E,364.000EUR
W-02NZL5,Magnífico piso en Sarrià con parking ,Sarria  Sta. Amelia ,Excelente,Bien,1960,158m²,3,5,Gas,,850.000EUR
W-02OAU3,Espectacular piso de diseño en el Gótico ,Ciutat Vella  Gòtic ,Excelente,Excelente,1900,138m²,3,3,,D,698.000EUR
W-02O65S,Piso en Ciutat Vella junto a Rambla del Raval ,Ciutat Vella  raval ,Muybien,Muybien,1900,46m²,1,1,,E,175.000EUR
W-02O20M,Piso inmejorable en buena zona de Mataró ,Maresme  Mataró ,Muybien,Excelente,1998,107m²,2,3,Gas,E,355.000EUR
W-02NQH3,Acogedor piso todo exterior con balcón ,Hospitalet  Bellvitge ,,Bien,1974,75m²,1,3,Gas,,220.000EUR
W-02NQH0,Encantador piso todo exterior con balcon ,Hospitalet  Bellvitge ,Bien,Bien,1972,75m²,1,3,Gas,,220.000EUR
W-02APVB,Espectacular piso exclusivo en Rambla Catalunya ,Eixample  Eixample Dreta ,Excelente,Excelente,1900,170m²,4,4,Central,G,2.250.000EUR
W-02KH48,Espectacular piso reformado cerca de Rambla Catalunya ,Eixample  Eixample Esquerra ,Excelente,Excelente,1900,150m²,3,3,Gas,E,1.150.000EUR
W-02O8EM,Loft-taller en el Raval ,Ciutat Vella  raval ,,Excelente,,125m²,2,2,Pellets,C,481.000EUR
W-02O8BK,Loft de diseño en el Raval ,Ciutat Vella  raval ,,Excelente,,59m²,1,1,Pellets,C,309.000EUR
W-02O886,Apartamento con altillo y terraza en el Raval ,Ciutat Vella  raval ,,Excelente,,76m²,1,1,Pellets,C,448.000EUR
W-02O87Z,Loft de diseño con solárium en el Raval ,Ciutat Vella  raval ,,Excelente,,93m²,1,1,Pellets,C,575.000EUR
W-02O87X,Loft de diseño con solárium en el Raval ,Ciutat Vella  raval ,,Excelente,,78m²,1,1,Pellets,C,557.000EUR
W-02NZGQ,Loft de diseño con solárium en el Raval ,Ciutat Vella  raval ,,Excelente,,98m²,1,1,Pellets,C,592.000EUR
W-02J3J9,Bonita planta baja con patio en Born ,Ciutat Vella  Born-Ribera ,Excelente,Excelente,1701,84m²,2,2,Bombadecalor,E,465.000EUR
W-02NFKZ,Planta baja muy luminosa Malgrat de Mar ,Maresme  Malgrat de Mar ,Muybien,Muybien,2006,80m²,1,3,Gas,E,169.000EUR
W-02MQEB,Piso con vistas al mar St Vicenç de Montalt ,Maresme  Sant Vicenc de Montalt ,,Necesitarenovaciones,,75m²,2,3,Gas,,260.000EUR
W-02O249,Piso de lujo  exclusivo y parking en Eixample Dret ,Eixample  Eixample Dreta ,Excelente,Excelente,2007,45m²,1,1,Bombadecalor,E,220.000EUR
W-02O426,Piso céntrico con las vistas maravillosas ,Maresme  Sant Cebrià de Vallalta ,,,1975,105m²,1,3,Gasoil,,239.000EUR
W-02O6G8,Piso para entrar a vivir en Calella ,Maresme  Calella ,Muybien,Excelente,1965,75m²,1,2,Bombadecalor,E,179.000EUR
W-02MU8E,Fenomenal vivienda renovada premium en Galvany ,Sant Gervasi  Galvany ,Bien,Excelente,1970,97m²,2,2,Bombadecalor,,650.000EUR
W-02NSO2,Elegante piso modernista en Rambla Catalunya ,Eixample  Eixample Dreta ,Excelente,Muybien,1904,388m²,2,9,Gas,D,2.490.000EUR
W-02O60R,Piso esquinero en calle Luis Antúnez ,Gracia  Vila de Gracia ,,Bien,1945,160m²,2,4,Gas,E,745.000EUR
W-02O4PV,Piso luminoso con balcón en Torre Baró ,Nou Barris ,,,1979,72m²,1,3,,,115.000EUR
W-02O3DG,Magnífico piso en Torre Baró ,Nou Barris ,Bien,Bien,,118m²,2,5,Gas,D,269.000EUR
W-02O4S9,Fantástico piso en el Born ,Ciutat Vella  Born-Ribera ,Excelente,Excelente,1936,140m²,2,2,CorrienteEléctrica,E,800.000EUR
W-02O1W3,Piso alto en el Raval Norte ,Ciutat Vella  raval ,Bien,Bien,1900,60m²,2,1,,G,155.000EUR
W-02O4CX,Vivienda de tres dormitorios en Eixample Dret ,Eixample  Eixample Dreta ,,,,115m²,2,3,Pellets,A,1.200.000EUR
W-02O4CU,Vivienda de tres dormitorios en Eixample Dret ,Eixample  Eixample Dreta ,,,,115m²,2,3,Pellets,A,1.150.000EUR
W-02O4BQ,Vivienda de tres dormitorios en Eixample Dret ,Eixample  Eixample Dreta ,,,,118m²,2,3,Pellets,A,1.200.000EUR
W-02O4JD,Ático reformado en preciosa zona de la Sagrada Família ,Eixample  Sagrada Familia ,,Muybien,1998,61m²,1,1,Solar,E,305.000EUR
W-02NPOI,Piso alto a estrenar con vistas ,Ciutat Vella  raval ,Excelente,Excelente,1965,83m²,2,3,Gas,D,395.000EUR
W-02O4LM,Ático Dúplex con terraza en Eixample Dreta ,Eixample  Eixample Dreta ,,,,187m²,4,3,Pellets,A,1.975.000EUR
W-02O4AI,Vivienda de cuatro dormitorios en Eixample Dret ,Eixample  Eixample Dreta ,,,,91m²,2,4,Pellets,A,2.500.000EUR
W-02O4A9,Vivienda de dos dormitorios en Eixample Dret ,Eixample  Eixample Dreta ,,,,91m²,2,2,Pellets,A,950.000EUR
W-02O4A3,Vivienda de dos dormitorios en Eixample Dret ,Eixample  Eixample Dreta ,,,,91m²,2,2,Pellets,A,940.000EUR
W-02O49N,Vivienda de dos dormitorios en Eixample Dret ,Eixample  Eixample Dreta ,,,,91m²,2,2,Pellets,A,930.000EUR
W-02H2HU,Vivienda de dos dormitorios en Eixample Dreta ,Eixample  Eixample Dreta ,,,,91m²,2,2,Pellets,A,895.000EUR
W-02O31J,Piso céntrico y luminoso a 10 min de la playa ,Maresme  Premià de Mar ,Bien,Muybien,1966,72m²,1,3,Bombadecalor,,157.000EUR
W-02M8VD,Fantástico piso de obra nueva en zona alta ,Pedralbes  Pedralbes ,,,2017,152m²,3,3,,A,1.183.500EUR
W-02NYQI,Piso muy luminoso en Eixample Esquerra Alta ,Eixample  Eixample Esquerra ,Excelente,Muybien,1960,131m²,2,4,Bombadecalor,E,650.000EUR
W-02NQZD,Piso reformado en frente de la parada Encants ,Eixample  Sagrada Familia ,,Excelente,1957,83m²,1,3,,E,350.000EUR
W-02O2IN,Piso de obra nueva cerca de CC Gran Vía 2 ,Hospitalet  Gran Via ,Excelente,Excelente,2021,64m²,2,1,Bombadecalor,C,239.000EUR
W-02O2IP,Piso de obra nueva cerca de CC Gran Vía 2 ,Hospitalet  Gran Via ,Excelente,Excelente,2021,74m²,1,1,Bombadecalor,C,255.000EUR
W-02O2ID,Piso de obra nueva con gran terraza en Gran Via 2 ,Hospitalet  Gran Via ,Excelente,Excelente,2021,100m²,2,3,Bombadecalor,C,410.000EUR
W-02NQ3B,Luminoso Loft en Pasaje privado ,Ciutat Vella  raval ,Muybien,Muybien,1825,50m²,1,1,,F,179.000EUR
W-02NQ39,Luminoso Loft en Pasaje privado ,Ciutat Vella  raval ,Muybien,Muybien,1825,46m²,1,1,,E,169.000EUR
W-02O20R,Piso de obra nueva en Gran Via 2 ,Hospitalet  Gran Via ,Excelente,Excelente,2021,89m²,2,2,Bombadecalor,C,360.000EUR
W-02MT3Y,Lujoso piso en Eixample Dret ,Eixample  Eixample Dreta ,Excelente,Excelente,1936,125m²,2,3,,F,1.197.000EUR
W-02MFQ2,Piso alto y reformado en finca regia de Eixample ,Eixample  Eixample Esquerra ,Excelente,Muybien,1936,128m²,2,3,BombadecalorGas,E,655.000EUR
W-02N9Z1,Acogedor piso cerca de Francesc Macià ,Eixample  Eixample Esquerra ,,Bien,1936,88m²,2,3,,E,475.000EUR
W-02O0VD,Amplio piso esquinero con piscina comunitaria ,Sant Feliu De LLobregat ,Excelente,Muybien,2015,121m²,2,4,Bombadecalor,B,525.000EUR
W-02NVRF,Gran oportunidad de negocio  Mataró ,Maresme  Mataró ,Excelente,Muybien,2000,590m²,1,3,Bombadecalor,D,522.900EUR
W-02NJSB,Precioso piso reformado de diseño en Gótico ,Ciutat Vella  Gòtic ,Muybien,Excelente,,50m²,1,1,,E,325.000EUR
W-02MBD4,Acogedor lloft en la Vall d'Hebron ,Horta Guinardó  Teixonera ,Excelente,Excelente,2016,53m²,1,1,Central,,300.000EUR
W-02LUJ4,Extraordinario piso en Passeig Sant Joan con parking cercano incluido ,Eixample  Eixample Dreta ,Excelente,Muybien,1880,161m²,2,4,Gas,E,1.050.000EUR
W-02HUTY,Estupendo piso con grande terraza ,Hospitalet  Gran Via ,Excelente,Excelente,2021,81m²,1,2,Pellets,,390.000EUR
W-02HURG,Piso de obra nueva con terraza espectacular ,Hospitalet  Gran Via ,Excelente,Excelente,2021,133m²,1,2,Sueloradiante,,507.000EUR
W-02NPC1,Piso en Finca Regia en Eixample ,Eixample  Sagrada Familia ,Muybien,Muybien,1936,62m²,1,2,,E,299.000EUR
W-02MXFL,Magnífico piso con terraza en Tres Torres ,Sant Gervasi  Tres Torres ,Excelente,Muybien,1977,253m²,5,5,Gas,E,1.590.000EUR
W-02NWKQ,Espectacular piso con terraza en Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,1900,161m²,2,3,Bombadecalor,D,1.495.000EUR
W-02N1ZB,Maravilloso piso con terraza en Eixample ,Eixample  Eixample Dreta ,Excelente,Excelente,1900,163m²,2,3,Bombadecalor,D,1.600.000EUR
W-02NRMM,Magnifico piso a estrenar ,Les Corts  Les corts ,Excelente,Excelente,1981,65m²,1,2,CorrienteEléctrica,F,379.000EUR
W-02NTM5,Precioso dúplex con terraza en Gràcia ,Gracia  Vila de Gracia ,Excelente,Excelente,1909,136m²,2,3,CorrienteEléctricaBombadecalor,E,440.000EUR
W-02DER1,Piso grande y elegante en Eixample Dreta ,Eixample  Eixample Dreta ,Excelente,Excelente,1926,190m²,3,3,Bombadecalor,E,1.350.000EUR
W-02NBH8,Luminoso piso en venta en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,,2003,92m²,2,2,,D,775.000EUR
W-02NBH7,Luminoso piso en venta en Diagonal Mar ,SANT MARTIN  Diagonal Mar i El Front Marítim del Poblenou ,Excelente,,2003,92m²,2,2,,D,765.000EUR
